2.721147240491821884e-01,7.162359878282101855e-01,7.770696471710805131e-01,6.363397893454858512e-02,6.914346827945514473e-01,5.193194746929234995e-01,5.501128970309028254e-01,4.913533083335043516e-02
9.157365570218563011e-01,4.618994736315796823e-01,8.804276974550250268e-01,5.663657079484786250e-01,6.839457330948404135e-01,4.754086993438487174e-01,1.335027480152025658e-01,6.287447543677155970e-01
2.431686741713131594e-01,8.148753754888554690e-01,1.679358153617562521e-01,7.322217608963941249e-01,7.474401648604301895e-01,4.207414406216063441e-01,9.617486238267376475e-01,2.480759961315320838e-01
8.808855237755277567e-01,1.015476626095678236e-01,8.777763771470944443e-01,5.527277815664389804e-01,1.904948814210756514e-01,6.087627972882858618e-01,5.305295468701634043e-01,4.152280741817425125e-01
3.546957885655741549e-01,8.484220172466127030e-01,1.941187160925700039e-01,2.728911688136642644e-01,5.732192155854657356e-01,7.630405973457691227e-01,9.968863561784840899e-01,3.828770977941594600e-01
4.207352851505256619e-01,4.555728773082378114e-01,4.787744272856858663e-02,1.595383771742391044e-02,4.217677998042314025e-01,2.108732233618994534e-01,8.103196717647996872e-01,7.389470121475291697e-02
6.027608118901860434e-01,8.545612947822487371e-01,3.318197189394083146e-01,9.135733630771945002e-01,9.728722809920024028e-01,3.409518212221406830e-01,6.918235710613227507e-01,1.637998833755275885e-01
7.972453157683559999e-01,2.109043400287171355e-01,8.460414838198122567e-01,5.314461488584257820e-01,2.776633595593169246e-01,6.910163694285917924e-01,8.755546185347640176e-01,7.858271256051124753e-01
7.071457334814094595e-03,3.349609170863186991e-01,8.527576284447740962e-01,8.806403295370898165e-01,9.338906774605408856e-01,1.841554311051027751e-02,7.601737749843064940e-01,4.087181766887066359e-01
4.929745997096117160e-01,1.528284914479391965e-01,1.526659743239469624e-01,4.431804601473610661e-01,5.695191054757580140e-01,9.146930850227711352e-01,2.869994698711076514e-02,5.686376317222303634e-01
9.837314647575814419e-01,3.581688790000477352e-01,6.640082437058818510e-01,4.935279666599105552e-01,4.990627391301607485e-01,9.871852192350184796e-02,1.238372514876117936e-01,6.463441746349843919e-01
8.275194923136717229e-01,5.213428259411653221e-01,6.869611334402780933e-01,9.941909472031923434e-01,8.826393114317592214e-01,4.865933676265129515e-01,2.498612618067380942e-01,4.970001013968148862e-01
8.967095089808282404e-01,4.240979495285891465e-01,9.754598863478214366e-01,6.942407214159366236e-01,4.627455285061226054e-01,1.525470677524413954e-01,1.090343503020429206e-01,8.997123101239286047e-01
7.014567137113525419e-01,9.112281400311853519e-01,6.019297433904455819e-01,4.676005895067689155e-01,8.044209478590177431e-01,5.966018453807374611e-01,8.393074569698213416e-01,3.721250048752668405e-01
6.195582943747585114e-01,5.207215766741603996e-02,7.156897070340825229e-01,2.025624801768648175e-01,3.284663785582354889e-02,7.754148925262945857e-01,9.730945201587528626e-01,6.643825588716486541e-01
7.373818935366278637e-01,1.130498795115760929e-01,8.370365431084724195e-01,8.158170546754918151e-01,7.734225435461774545e-01,8.810456347557447110e-01,3.584262360370379930e-01,7.216576784330682726e-01
8.944054086791966562e-02,7.554495640020456038e-02,5.415650465239856270e-01,1.381094822837476976e-01,4.853868520955536420e-02,8.963071676893801243e-01,2.016355333109824122e-01,3.344809827194359375e-01
4.439221705142738506e-01,7.206337607246934285e-01,5.090282672324776270e-01,1.037877757672422685e-01,5.232347733831811398e-01,3.555598647955064001e-02,8.508264893652799365e-01,2.119288451776094595e-01
4.793710984134815778e-01,5.319205243056845944e-01,4.044340202175509269e-01,2.347350769919734348e-01,6.776897234355401256e-01,9.730142122644195313e-01,7.209366852164318384e-01,8.410027917334788050e-01
7.055448872830590024e-02,6.226292691752751685e-01,9.800605510008154608e-01,3.913309799154700563e-01,7.868328101357408011e-01,3.012969455038575495e-01,5.198605009793731968e-01,6.368130476337177104e-01
6.562378509277923266e-02,2.328851093894323543e-01,3.799738161238917500e-01,7.983801553479550339e-01,4.504766726467584470e-01,5.766425819814972042e-01,4.906203498463592161e-01,1.496770719500152558e-01
2.943184949883546619e-01,9.212543717478469674e-01,1.423145797074539323e-02,6.235064666317049475e-01,2.898237061931665526e-01,1.790633918576948480e-01,4.292200478389853607e-02,9.226350134681831072e-01
8.115304137994369116e-01,2.006306011749810769e-01,2.654115274825048498e-01,6.141162237187260953e-01,3.538991057535078588e-01,8.590080322568420523e-02,9.056735123280192923e-01,1.285274668891051297e-01
3.803378129267469543e-01,7.608017627767005298e-01,2.957994595927768700e-01,3.742965763507180577e-01,3.095036814595431007e-01,3.333521892410688196e-03,4.608935281382490201e-01,2.580759313033108016e-01
9.002563810345624029e-01,1.821844932235230641e-01,2.776742857862190550e-01,7.049095952131239073e-01,1.083909457412506883e-01,8.620864376169897758e-01,3.219760219470855223e-01,7.056206536070235291e-01
5.411947611126817215e-01,8.646297496413901662e-01,1.209501840972431047e-01,7.260949470839999087e-01,2.458075452193775323e-01,7.506741339853066908e-01,8.051313797308553566e-01,7.649217514691650788e-01
2.698221305657217961e-01,2.674671560847892773e-02,7.906790605420949136e-01,1.678723240177170117e-01,7.208727624156042735e-01,7.361946167367922067e-02,4.377389353277483797e-01,6.935106348065622761e-01
7.715382034314710591e-01,9.380577730255145186e-01,3.221259041382386612e-01,2.527874649246141317e-02,8.193638024990298474e-01,6.373878918538117277e-02,6.468789462715203165e-01,9.351200567795256435e-02
8.467252691969907596e-01,3.725016056879774662e-01,1.881644420888212432e-01,5.973665233798567398e-01,8.492650171906760415e-01,3.859889514998450233e-01,3.641872492700991559e-01,4.312495582082577772e-01
4.044201172040909342e-01,4.422012360311695922e-02,4.673394946075488110e-01,7.852283598509650631e-01,6.130368392204295080e-01,7.897226788898076277e-01,7.831893175549828889e-01,3.091040800241411368e-01
7.481032735231500919e-01,4.826366329528068433e-01,3.594246202136843760e-01,3.620385516141013532e-02,9.406986725740201782e-01,7.056325550824392723e-01,9.320039402764114245e-01,7.177742475994678406e-01
4.645874156219858553e-01,6.350420834063793540e-01,9.035476151889033636e-01,4.797345213961053956e-01,9.087112888078312523e-01,6.322275361777895952e-01,6.777711150535737916e-01,8.418878021564862868e-02
2.288122916173669641e-01,8.236241921887834661e-01,6.468380361670120759e-01,4.677514138746739769e-02,7.673328901553586046e-02,5.324011727226171109e-01,2.294349845056723736e-01,8.760544436791544154e-01
3.441550326406383475e-01,5.894355236030882628e-01,3.489169488735700542e-01,7.493048932584604749e-02,1.891437969292257826e-01,9.964190615819159547e-01,7.077832646762407531e-01,3.978769784838551704e-01
3.713318962818926705e-01,5.180539996901373234e-01,9.162189596071911302e-01,8.092019783649448961e-01,8.630153476829518500e-01,4.438167224600963467e-01,9.467873920728673287e-01,9.770426156705325216e-01
9.983939776471358052e-02,7.461250378171619957e-01,8.634885353603756197e-01,3.181112103140539271e-01,2.167249421280779964e-01,3.666627855503102884e-01,8.844914562886754261e-01,2.611479750762492058e-01
6.494786027537060580e-01,3.977099931601599248e-01,4.103442179948179613e-01,6.603791178178787247e-01,2.960220982322935290e-01,6.124052303761521321e-01,5.259953633171007281e-01,8.871383344975596330e-01
1.565657827679961256e-01,6.844664765773578186e-02,2.431227210907101477e-01,2.845694874466925817e-01,7.316121430646471691e-01,8.309926572938702849e-01,4.864606052445858975e-01,5.576945186630623275e-02
8.044361369928996197e-01,4.731223628637605261e-01,4.478971436529619599e-01,5.043711946473334873e-01,4.794311108162231938e-01,8.228795305475736788e-01,3.928057683523689669e-01,3.668913821402593478e-01
8.601502986599530720e-01,3.861750908381698100e-01,2.133530625392605073e-01,4.206266020020658636e-01,4.414621251400038249e-01,2.935383182247426337e-01,3.176317766224083794e-01,1.342089477928679886e-01
3.102724920123127728e-01,9.663271488129453468e-01,6.560682579110947987e-01,3.525773181432519943e-01,2.666061296915092083e-01,9.522859006696816619e-01,7.198414667857759852e-01,5.358017875682078435e-01
2.158343278720696035e-01,4.376633857230056712e-01,8.953319249265020430e-01,6.812513817648579995e-03,8.567426920059212359e-01,3.263690419063496329e-01,7.919294595348699284e-01,3.175109543523695343e-01
6.824500531563912897e-01,5.974814457434185488e-01,3.007233036756429279e-01,4.059505745362491647e-01,2.562087220751018135e-01,1.238658635874961278e-01,5.426754141700152606e-02,9.973333737862749571e-01
1.945860223762204688e-01,2.554278738730439979e-01,5.130148566407591870e-01,3.347868085784898584e-01,3.235845877368401791e-01,5.540114497077858191e-01,4.565249629339128146e-01,6.583934941839413302e-01
